"","UMAP1","UMAP2","cl","ct"
"157",-9.09125005849833,9.87932682569802,"Ref","AU565"
"158",-9.00462209829325,9.94633961256326,"Ref","AU565"
"159",-9.02724516042704,9.94621182020486,"Ref","AU565"
"160",-8.56329500326151,10.071465497573,"Ref","AU565"
"161",-8.36447870382303,10.1715498023826,"Ref","AU565"
"162",-8.58824693807596,10.0613670402366,"Ref","AU565"
"163",-9.09134065755839,9.92137432630837,"Ref","AU565"
"164",-8.69822561391825,10.0401573234397,"Ref","AU565"
"165",-8.28536569723124,10.213067060073,"Ref","AU565"
"166",-9.10431635030741,9.88456821974099,"Ref","AU565"
"167",-8.53700410970682,10.0957164817649,"Ref","AU565"
"168",-9.00498449453348,9.97363281782449,"Ref","AU565"
"169",-9.07932531484598,9.9194345527488,"Ref","AU565"
"170",-8.8940063680076,9.98973370130837,"Ref","AU565"
"171",-9.09387743124003,9.92755413587868,"Ref","AU565"
"172",-9.01317178853983,9.96017265852273,"Ref","AU565"
"173",-8.51561891683573,10.1259861045676,"Ref","AU565"
"174",-8.67711126455301,10.0444536262351,"Ref","AU565"
"175",-9.06651556142801,9.89729118879617,"Ref","AU565"
"176",-8.54498827108378,10.1011543327171,"Ref","AU565"
"177",-8.52759706624979,10.1091337257224,"Ref","AU565"
"178",-9.01191770681376,9.98262405927956,"Ref","AU565"
"179",-8.48402368673319,10.1285686546165,"Ref","AU565"
"180",-9.0816570485496,9.91856957014382,"Ref","AU565"
"181",-8.81430875905985,10.0207872443992,"Ref","AU565"
"182",-8.81919157155985,10.004778867324,"Ref","AU565"
"183",-8.5799423421287,10.0840597205955,"Ref","AU565"
"184",-8.43719827779764,10.112710004409,"Ref","AU565"
"185",-8.59277116903299,10.0930271201926,"Ref","AU565"
"186",-8.3969646657371,10.1505632453758,"Ref","AU565"
"187",-9.09884798177714,9.90511990125954,"Ref","AU565"
"188",-8.58486997732157,10.0718889289695,"Ref","AU565"
"189",-8.27186739095682,10.2146682792503,"Ref","AU565"
"190",-8.51367628225321,10.1089439445335,"Ref","AU565"
"191",-9.02893030294413,9.96300697859109,"Ref","AU565"
"192",-8.96808778890604,10.0115118079978,"Ref","AU565"
"193",-9.02840292104715,9.98060036238015,"Ref","AU565"
"194",-8.96316492208475,9.93532944258035,"Ref","AU565"
"195",-8.94337808736796,9.98171902235329,"Ref","AU565"
"196",-8.48909055837626,10.1331682258445,"Ref","AU565"
"197",-9.10935747274393,9.90679073866189,"Ref","AU565"
"198",-8.94738924154276,9.9999656730491,"Ref","AU565"
"199",-9.0235925877952,9.93591499861062,"Ref","AU565"
"200",-9.04087602743143,9.93187046583474,"Ref","AU565"
"201",-8.21147310384745,10.2508678489524,"Ref","AU565"
"202",-9.05891763814921,9.95619965132058,"Ref","AU565"
"203",-8.73520052083964,10.0588951164085,"Ref","AU565"
"204",-8.92926752218241,9.93461418684304,"Ref","AU565"
"205",-8.90429079183573,10.0375642829734,"Ref","AU565"
"206",-8.55823480733866,10.0779924445945,"Ref","AU565"
"207",-8.48094522603983,10.1106281333762,"Ref","AU565"
"208",-9.03464948781962,10.0137109809715,"Ref","AU565"
"209",-8.29396021017069,10.2064018302757,"Ref","AU565"
"210",-9.04934084066385,9.90071487959206,"Ref","AU565"
"211",-8.52363264211649,10.0894479804832,"Ref","AU565"
"212",-8.80967485555643,10.0341882758933,"Ref","AU565"
"213",-8.4177108968162,10.155600553115,"Ref","AU565"
"214",-8.31391489156717,10.1806240135032,"Ref","AU565"
"215",-8.69932806142801,10.0261468940574,"Ref","AU565"
"216",-8.5497680867576,10.0935688072044,"Ref","AU565"
"217",-9.0033870900535,9.92961788709939,"Ref","AU565"
"218",-8.48988020071024,10.107975011428,"Ref","AU565"
"219",-8.68994581350321,10.0304575019676,"Ref","AU565"
"220",-9.09680330404276,9.94039059217751,"Ref","AU565"
"221",-8.28830015310282,10.202831273635,"Ref","AU565"
"222",-9.07705652364725,9.89358330305398,"Ref","AU565"
"223",-9.07648336538309,9.95377159651101,"Ref","AU565"
"224",-8.69910967000956,10.0406932884055,"Ref","AU565"
"225",-8.76838647970194,10.0489740424949,"Ref","AU565"
"226",-8.2225843633079,10.2107353263694,"Ref","AU565"
"227",-9.06942331441874,9.92464542921365,"Ref","AU565"
"228",-9.08829366811747,9.88481140669167,"Ref","AU565"
"229",-8.62867700704569,10.0482692771751,"Ref","AU565"
"230",-9.08344232686991,9.9088087135154,"Ref","AU565"
"231",-8.84958040365214,10.0148124748069,"Ref","AU565"
"232",-8.7021814549827,10.036782270034,"Ref","AU565"
"233",-8.88342439779276,9.97416210707009,"Ref","AU565"
"234",-8.47642862447733,10.1391077094871,"Ref","AU565"
"235",-8.3912273610496,10.1611080222923,"Ref","AU565"
"236",-8.58328306325907,10.0805006080467,"Ref","AU565"
"237",-9.05253755697245,9.90387154157937,"Ref","AU565"
"238",-8.99033033498758,10.0051412635642,"Ref","AU565"
"239",-8.3702951634788,10.1862497382957,"Ref","AU565"
"240",-8.369964238491,10.1711435371238,"Ref","AU565"
"241",-9.08797704824442,9.9155511909324,"Ref","AU565"
"242",-9.05622827657694,9.93624210890115,"Ref","AU565"
"243",-8.35329973348612,10.1666784339744,"Ref","AU565"
"244",-8.51806413778299,10.1006746345359,"Ref","AU565"
"245",-8.29189931997294,10.2188892417747,"Ref","AU565"
"246",-8.96639310964579,9.93671131666482,"Ref","AU565"
"247",-8.92302763113016,10.0209455543357,"Ref","AU565"
"248",-8.65079748281473,10.063128476699,"Ref","AU565"
"249",-8.73076402791971,10.0360307746726,"Ref","AU565"
"250",-8.90372144826883,9.97844982679665,"Ref","AU565"
"251",-8.91565954336161,9.96952248152077,"Ref","AU565"
"252",-8.63393747457499,10.0618009620506,"Ref","AU565"
"253",-8.61302435049051,10.0780983024436,"Ref","AU565"
"254",-8.98311197408671,9.97489738996804,"Ref","AU565"
"255",-9.09068929800028,9.89879036482156,"Ref","AU565"
"256",-8.97485506185526,9.93242550428689,"Ref","AU565"
"257",-8.60772096761698,10.0722494178611,"Ref","AU565"
"258",-9.04506361135477,9.93416023786843,"Ref","AU565"
"259",-9.13086664327616,9.87700748976052,"Ref","AU565"
"260",-9.02620088705057,9.9322519355613,"Ref","AU565"
"261",-8.5166403020286,10.1124706321555,"Ref","AU565"
"262",-8.5652939046287,10.1219139152366,"Ref","AU565"
"263",-8.52484094747538,10.0957117133933,"Ref","AU565"
"264",-8.68830167898173,10.0336914115745,"Ref","AU565"
"265",-8.93834459432596,9.99542904432595,"Ref","AU565"
"266",-9.01390325674051,10.0088319831687,"Ref","AU565"
"267",-9.07552301534647,9.91031551893533,"Ref","AU565"
"268",-8.78871500143046,10.0229587608176,"Ref","AU565"
"269",-8.89578687795633,9.99305248792947,"Ref","AU565"
"270",-8.62861311086649,10.0455646568137,"Ref","AU565"
"271",-8.61074030050272,10.097082143386,"Ref","AU565"
"272",-8.83472215780253,10.0066337638694,"Ref","AU565"
"273",-8.56037294515604,10.0880966239768,"Ref","AU565"
"274",-8.97851621755594,9.9259100013572,"Ref","AU565"
"275",-8.24278604635233,10.2261066490012,"Ref","AU565"
"276",-9.07449781545633,9.90180492933572,"Ref","AU565"
"277",-9.04037916311258,9.98961830671609,"Ref","AU565"
"278",-8.45529806264872,10.1297731452781,"Ref","AU565"
"279",-8.48169099935526,10.1265153938133,"Ref","AU565"
"280",-8.72602617391581,10.0245742851096,"Ref","AU565"
"281",-9.07632410177225,9.89431381758035,"Ref","AU565"
"282",-8.78210985311503,10.0315876060325,"Ref","AU565"
"283",-8.24609434255594,10.2295846992332,"Ref","AU565"
"284",-8.51860963949198,10.1116981559593,"Ref","AU565"
"285",-8.97810899862284,9.99168110426247,"Ref","AU565"
"286",-8.93051874288553,9.97348881300271,"Ref","AU565"
"287",-8.64480554708475,10.0690479331809,"Ref","AU565"
"288",-8.61332475790018,10.0584707313377,"Ref","AU565"
"289",-8.51412069448465,10.0908193641502,"Ref","AU565"
"290",-9.06513082632059,9.897356992324,"Ref","AU565"
"291",-8.32446252950663,10.1835031562644,"Ref","AU565"
"292",-8.50794756063456,10.1156110816795,"Ref","AU565"
"293",-8.68399107107157,10.0426073127586,"Ref","AU565"
"294",-8.59114515432352,10.0728311591941,"Ref","AU565"
"295",-8.30024110921854,10.2012882285911,"Ref","AU565"
"296",-8.56589090475077,10.0728664451438,"Ref","AU565"
"297",-8.72268163808817,10.0463542991477,"Ref","AU565"
"298",-8.66003286489481,10.0439071708518,"Ref","AU565"
"299",-8.50758707174296,10.1158285194236,"Ref","AU565"
"300",-8.6593576634788,10.0593624168235,"Ref","AU565"
"301",-8.49041425832743,10.1362180763084,"Ref","AU565"
"302",-8.65384256490702,10.0732917838889,"Ref","AU565"
"303",-8.24814855703348,10.2462301307517,"Ref","AU565"
"304",-9.00956308492655,9.95482636030495,"Ref","AU565"
"305",-8.2518116200828,10.2206029945213,"Ref","AU565"
"306",-9.08014642843241,9.90537357862771,"Ref","AU565"
"307",-8.96093618520731,9.9685239845115,"Ref","AU565"
"308",-8.76603090414042,10.0310745292503,"Ref","AU565"
"309",-8.63284074911112,10.0615987830955,"Ref","AU565"
"310",-9.10145437368387,9.8746576362449,"Ref","AU565"
"311",-8.35904371389383,10.1818647437888,"Ref","AU565"
"312",-8.53734266408915,10.0968542152244,"Ref","AU565"
"313",-8.62610399374003,10.0328884178001,"Ref","AU565"
"314",-8.71054517873758,10.0576210075218,"Ref","AU565"
"315",-8.76979410299296,10.0384025626975,"Ref","AU565"
"316",-9.09076368459696,9.87906265791238,"Ref","AU565"
"317",-8.98565923818583,9.89089108045876,"Ref","AU565"
"318",-8.49276029714579,10.0999422126609,"Ref","AU565"
"319",-9.11158525594706,9.87443638380349,"Ref","AU565"
"320",-8.20466100820536,10.2626657539207,"Ref","AU565"
"321",-8.60797178396219,10.0563964896995,"Ref","AU565"
"322",-8.60341989644999,10.0767393165427,"Ref","AU565"
"323",-9.08387338766092,9.88428307112038,"Ref","AU565"
"324",-8.66048490652079,10.0307369285423,"Ref","AU565"
"325",-8.33152830251688,10.1770496421653,"Ref","AU565"
"326",-9.02524053701395,9.96115112837136,"Ref","AU565"
"327",-8.50999509939188,10.091014867385,"Ref","AU565"
"328",-9.07239305624003,9.9127903037864,"Ref","AU565"
"329",-9.08830511220926,9.89078903730691,"Ref","AU565"
"330",-8.67580759176249,10.0534143501121,"Ref","AU565"
"331",-9.06197130331034,9.92793369825661,"Ref","AU565"
"332",-8.31165372976298,10.2036113792259,"Ref","AU565"
"333",-8.32167017110819,10.1800413184959,"Ref","AU565"
"334",-8.67984068044657,10.0585565620261,"Ref","AU565"
"335",-8.35432397970194,10.1643266731101,"Ref","AU565"
"336",-9.01899301656717,9.933978086074,"Ref","AU565"
"337",-9.13050615438456,9.84865952070535,"Ref","AU565"
"338",-9.03310644277567,9.94506645735085,"Ref","AU565"
"339",-8.25862180837626,10.220635419448,"Ref","AU565"
"340",-8.88499700674051,10.0230255180198,"Ref","AU565"
"341",-8.77823888906473,10.0049934440452,"Ref","AU565"
"342",-8.88549387105936,9.98462772901833,"Ref","AU565"
"343",-9.05401193746561,9.90275383528054,"Ref","AU565"
"344",-8.31006872304911,10.2026367240745,"Ref","AU565"
"345",-8.96990835317606,9.97563076551736,"Ref","AU565"
"346",-9.07454931386942,9.91747093733132,"Ref","AU565"
"347",-8.64813291677469,10.0525302940208,"Ref","AU565"
"348",-9.10200559743876,9.9074077659446,"Ref","AU565"
"349",-9.0567547047996,9.92391396101296,"Ref","AU565"
"350",-8.28347837575907,10.2227144294578,"Ref","AU565"
"351",-8.37663614400858,10.1673746162254,"Ref","AU565"
"352",-8.56228124746317,10.0996313148338,"Ref","AU565"
"353",-8.76771223196024,10.033608441909,"Ref","AU565"
"354",-8.83789217123026,10.0261287742454,"Ref","AU565"
"355",-8.7590137685203,10.0346670204002,"Ref","AU565"
"356",-8.63320696004862,10.0284462028343,"Ref","AU565"
"357",-9.03047525533671,9.9663963371116,"Ref","AU565"
"358",-9.08873521932596,9.90053177412331,"Ref","AU565"
"359",-9.04623663076395,9.98863697584451,"Ref","AU565"
"360",-8.35253297933573,10.182661061843,"Ref","AU565"
"361",-8.82392751821512,10.0410032325584,"Ref","AU565"
"362",-8.27495634206766,10.2175588661033,"Ref","AU565"
"363",-8.45806657918924,10.1395998054343,"Ref","AU565"
"364",-9.10346662649149,9.88392067488015,"Ref","AU565"
"365",-9.130781766262,9.86969090040505,"Ref","AU565"
"366",-8.87545644887919,9.97666454847634,"Ref","AU565"
"367",-8.27535879262919,10.2078666740257,"Ref","AU565"
"368",-8.88254701742167,9.98806763227761,"Ref","AU565"
"369",-9.01846658834452,9.99587441023171,"Ref","AU565"
"370",-8.25732385763163,10.2170391136009,"Ref","AU565"
"371",-8.30021631368631,10.2076110893089,"Ref","AU565"
"372",-8.24719774374003,10.229704862197,"Ref","AU565"
"373",-8.80740224966044,10.0052909904319,"Ref","AU565"
"374",-8.25722562917704,10.2425441795188,"Ref","AU565"
"375",-8.7590604985618,9.98288059767068,"Ref","AU565"
"376",-8.25859796651835,10.2202539497215,"Ref","AU565"
"377",-8.77579652914042,10.0402898841697,"Ref","AU565"
"378",-9.07366048940653,9.89262295301736,"Ref","AU565"
"379",-9.03562318929667,9.96723270948708,"Ref","AU565"
"380",-9.02552473196024,9.92372704084695,"Ref","AU565"
"381",-9.05091917165751,9.92598343427956,"Ref","AU565"
"382",-8.36837255605692,10.1762323432761,"Ref","AU565"
"383",-8.6646591390037,10.0506343894798,"Ref","AU565"
"384",-9.1380535329246,9.84590626295388,"Ref","AU565"
"385",-9.11790525564188,9.8967819267112,"Ref","AU565"
"386",-9.10369550832743,9.88707924421609,"Ref","AU565"
"387",-8.93029176839823,9.99226666029275,"Ref","AU565"
"388",-8.99796831258768,9.98346233900368,"Ref","AU565"
"389",-9.05687868246073,9.92144775923074,"Ref","AU565"
"390",-9.05922376760477,9.93066406782449,"Ref","AU565"
"391",-8.44149076589579,10.1602792793113,"Ref","AU565"
"392",-8.75200235494608,10.0314045005637,"Ref","AU565"
"393",-8.83596670278544,9.99206734236062,"Ref","AU565"
"394",-9.11298048147196,9.92647266920388,"Ref","AU565"
"395",-9.04503690847391,9.9791793876487,"Ref","AU565"
"396",-8.54424440511698,10.1050920539695,"Ref","AU565"
"397",-9.03497850545878,9.92399025495827,"Ref","AU565"
"398",-9.10089456686014,9.88386250074685,"Ref","AU565"
"399",-8.87460481771464,9.97502232130349,"Ref","AU565"
"400",-9.01491796621317,9.98890877302468,"Ref","AU565"
"401",-8.93655264028544,9.96507454450906,"Ref","AU565"
"402",-8.99213182577128,9.93755722578347,"Ref","AU565"
"403",-8.67281114706034,10.0581789069968,"Ref","AU565"
"404",-8.30665361532206,10.196953778823,"Ref","AU565"
"405",-8.94902193197245,9.97921467359841,"Ref","AU565"
"406",-9.03511678823465,9.97685719068826,"Ref","AU565"
"407",-9.06743967184061,9.89699173506081,"Ref","AU565"
"408",-9.04386102804178,9.89641762312234,"Ref","AU565"
"409",-8.78335916646952,10.0177784019309,"Ref","AU565"
"410",-9.03735410818094,9.93728352125466,"Ref","AU565"
"411",-8.30488836416239,10.2021160178977,"Ref","AU565"
"412",-8.56268083700174,10.0844383292991,"Ref","AU565"
"413",-9.05878507741923,9.91760254438699,"Ref","AU565"
"414",-8.98523008474344,9.93960762556374,"Ref","AU565"
"415",-8.68793356069559,10.0250492149192,"Ref","AU565"
"416",-8.26138460287089,10.215864186843,"Ref","AU565"
"417",-9.0704733098411,9.92706871565163,"Ref","AU565"
"418",-8.39013540395731,10.1670637183982,"Ref","AU565"
"419",-8.95970976003641,9.98764896925271,"Ref","AU565"
"420",-8.70488893636698,10.0082607322532,"Ref","AU565"
"421",-8.49519502767557,10.1064214759666,"Ref","AU565"
"422",-8.86714708456034,9.96775246198952,"Ref","AU565"
"423",-9.07012045034403,9.92199421461404,"Ref","AU565"
"424",-8.78367864736551,10.0304632240135,"Ref","AU565"
"425",-8.26578867086405,10.2176075034934,"Ref","AU565"
"426",-8.45213186391825,10.1284055763084,"Ref","AU565"
"427",-8.96840917715067,9.97314930494607,"Ref","AU565"
"428",-8.92025625356669,9.99281979139626,"Ref","AU565"
"429",-9.02789842733378,9.94166565473855,"Ref","AU565"
"430",-8.34299623617167,10.1825408988792,"Ref","AU565"
"431",-9.05663644918436,9.91012859876931,"Ref","AU565"
"432",-8.27608263143534,10.2149982505637,"Ref","AU565"
"433",-8.92873537191385,10.0120792442161,"Ref","AU565"
"434",-9.1116577351951,9.88100243147195,"Ref","AU565"
"435",-8.54270898946756,10.1107292228538,"Ref","AU565"
"436",-8.79914629110331,10.0219287925559,"Ref","AU565"
"437",-8.72547113546366,10.0541982704002,"Ref","AU565"
"438",-9.04416715749735,9.93262005384743,"Ref","AU565"
"439",-9.03377496847147,9.96117973860085,"Ref","AU565"
"440",-9.03627359518046,9.93595409925759,"Ref","AU565"
"441",-8.5103565419578,10.1284627967674,"Ref","AU565"
"442",-9.04473268636698,9.94998646314919,"Ref","AU565"
"443",-8.5303875172996,10.0998964362937,"Ref","AU565"
"444",-8.58393251546854,10.0819606834251,"Ref","AU565"
"445",-9.0523315633201,9.91152191694558,"Ref","AU565"
"446",-9.0296379292869,9.92586613233865,"Ref","AU565"
"447",-8.43753111013407,10.1227026038963,"Ref","AU565"
"448",-8.28290712484354,10.213347440322,"Ref","AU565"
"449",-8.98784792074198,9.98760891493142,"Ref","AU565"
"450",-8.45716535696024,10.1357936912376,"Ref","AU565"
"451",-8.6084428990745,10.0813303047019,"Ref","AU565"
"452",-8.97352754720682,9.94946861799538,"Ref","AU565"
"453",-8.9752527440452,9.97611809309304,"Ref","AU565"
"454",-8.24999010213846,10.2281198554832,"Ref","AU565"
"455",-8.92439138540262,9.99333000715554,"Ref","AU565"
"456",-8.65082132467264,10.0673351341087,"Ref","AU565"
"457",-8.48822366842264,10.1086263709861,"Ref","AU565"
"458",-8.8662964070701,9.99168777998269,"Ref","AU565"
"459",-8.75573122152323,10.0130729728538,"Ref","AU565"
"460",-9.0772510732078,9.9105873161155,"Ref","AU565"
"461",-8.23493730672831,10.2286415153343,"Ref","AU565"
"462",-9.06752264150614,9.93113518293679,"Ref","AU565"
"463",-8.25972520956034,10.2193727546531,"Ref","AU565"
"464",-8.25649320730204,10.221967702468,"Ref","AU565"
"465",-9.05547201284403,9.88950539167702,"Ref","AU565"
