"","UMAP1","UMAP2","cl","ct"
"4325",-7.45614635595316,-1.59400295678794,"Ref","EFM19"
"4326",-6.77575647481913,-2.11135529939353,"Ref","EFM19"
"4327",-7.51840555318827,-1.55833553735435,"Ref","EFM19"
"4328",-8.19008600362772,-0.660529429356453,"Ref","EFM19"
"4329",-7.38654720434183,-1.7313679403466,"Ref","EFM19"
"4330",1.88289797655111,-2.19298695985496,"Ref","EFM19"
"4331",-6.9777694905662,-1.92949914399802,"Ref","EFM19"
"4332",-8.45072900899881,-0.457888478676673,"Ref","EFM19"
"4333",-6.70742332586283,-2.17469310228049,"Ref","EFM19"
"4334",-8.07725011953348,-1.07931446496665,"Ref","EFM19"
"4335",-8.22667944082255,-0.835924024025795,"Ref","EFM19"
"4336",-8.23380529531473,-0.929610783497688,"Ref","EFM19"
"4337",-8.56096517690653,-0.676110858361122,"Ref","EFM19"
"4338",-8.24643385061258,-0.946069414059517,"Ref","EFM19"
"4339",-7.26853191503519,-1.76640653077781,"Ref","EFM19"
"4340",-6.8135415280723,-2.07851886216819,"Ref","EFM19"
"4341",-8.11993372091288,-0.835822934548256,"Ref","EFM19"
"4342",-7.16317855962748,-1.80320333902061,"Ref","EFM19"
"4343",-8.48231947072977,-0.80360304776847,"Ref","EFM19"
"4344",-7.9461156094932,-1.17805027429282,"Ref","EFM19"
"4345",-6.96286975988382,-1.96129917566001,"Ref","EFM19"
"4346",-8.55322801717753,-0.646548444668647,"Ref","EFM19"
"4347",-8.00316154607767,-0.853968138138649,"Ref","EFM19"
"4348",-8.46489107259745,-0.506618881861564,"Ref","EFM19"
"4349",-7.55773412832255,-1.54010962907493,"Ref","EFM19"
"4350",-8.05166971334452,-0.859126145283577,"Ref","EFM19"
"4351",-7.98124324926371,-0.984724575917121,"Ref","EFM19"
"4352",-8.41642248281473,-0.575413579384681,"Ref","EFM19"
"4353",-7.93437301763529,-0.984528536240455,"Ref","EFM19"
"4354",-8.3067375386619,-0.633015090863105,"Ref","EFM19"
"4355",-8.4916912282371,-0.709186369816658,"Ref","EFM19"
"4356",-8.1324964726829,-0.928446168343422,"Ref","EFM19"
"4357",-8.31846391805643,-0.782992000023719,"Ref","EFM19"
"4358",-7.96809351095194,-1.0294989294213,"Ref","EFM19"
"4359",-8.53680383810038,-0.624985451142189,"Ref","EFM19"
"4360",-8.10006582387919,-0.736307913700935,"Ref","EFM19"
"4361",-7.00695144781107,-1.89964842263877,"Ref","EFM19"
"4362",-8.06679594167704,-0.99573122922599,"Ref","EFM19"
"4363",-8.28844320425028,-0.707337433735725,"Ref","EFM19"
"4364",-6.77289592870707,-2.11533593599021,"Ref","EFM19"
"4365",-7.09510051855082,-1.83646165792167,"Ref","EFM19"
"4366",-8.52256834157938,-0.480133140723106,"Ref","EFM19"
"4367",-7.29274809011454,-1.76554738942802,"Ref","EFM19"
"4368",-8.00921690114969,-1.05757891599357,"Ref","EFM19"
"4369",-8.47124349721903,-0.668162698189613,"Ref","EFM19"
"4370",-7.12114345678324,-1.8048725074929,"Ref","EFM19"
"4371",-8.28759634145731,-0.765071088711616,"Ref","EFM19"
"4372",-7.27343427785868,-1.75764595929801,"Ref","EFM19"
"4373",-8.13765585073465,-0.818388814370033,"Ref","EFM19"
"4374",1.82073307386404,-2.12485646669089,"Ref","EFM19"
"4375",-7.19454395421976,-1.7628620809716,"Ref","EFM19"
"4376",-7.09681570180887,-1.86242389146506,"Ref","EFM19"
"4377",1.78225684515005,-2.08968734208762,"Ref","EFM19"
"4378",-6.97571193822855,-1.93990337316215,"Ref","EFM19"
"4379",-6.96960603841776,-1.92580830518424,"Ref","EFM19"
"4380",-8.2866769994163,-0.870738322178718,"Ref","EFM19"
"4381",1.86113131395346,-2.16365813676536,"Ref","EFM19"
"4382",-8.4164787495994,-0.730634505192634,"Ref","EFM19"
"4383",-7.42894279607767,-1.66617154542625,"Ref","EFM19"
"4384",-7.50914537557596,-1.48273992006004,"Ref","EFM19"
"4385",1.94142437330252,-2.24350356523215,"Ref","EFM19"
"4386",-8.06316339620585,-0.935744757096168,"Ref","EFM19"
"4387",1.77891886583334,-2.0831859058541,"Ref","EFM19"
"4388",1.92213666788107,-2.22410702172935,"Ref","EFM19"
"4389",-7.80996906408304,-0.946911329666969,"Ref","EFM19"
"4390",-8.23635065206522,-0.516673768202659,"Ref","EFM19"
"4391",-6.94786750921244,-1.94939636651694,"Ref","EFM19"
"4392",1.78624570718771,-2.08991527024924,"Ref","EFM19"
"4393",-7.01885139593119,-1.89397203389823,"Ref","EFM19"
"4394",-7.44400798925394,-1.63680517141044,"Ref","EFM19"
"4395",-6.8111787999534,-2.08283876840293,"Ref","EFM19"
"4396",-7.65236961492533,-1.44535195295036,"Ref","EFM19"
"4397",-8.47680341848368,-0.608797842900154,"Ref","EFM19"
"4398",-8.44421636709208,-0.698670560757515,"Ref","EFM19"
"4399",-7.56040680059427,-1.54226564828574,"Ref","EFM19"
"4400",-7.32948171743387,-1.73607515756309,"Ref","EFM19"
"4401",-8.36447870382303,-0.688505286614296,"Ref","EFM19"
"4402",1.83226931444174,-2.13685321275413,"Ref","EFM19"
"4403",-7.19048225530619,-1.75981664125144,"Ref","EFM19"
"4404",-8.46502363332743,-0.573661798874733,"Ref","EFM19"
"4405",-6.9646211827659,-1.93211745683372,"Ref","EFM19"
"4406",-6.8682085240745,-2.03138386670768,"Ref","EFM19"
"4407",-8.31616270193094,-0.465593809525367,"Ref","EFM19"
"4408",-7.01561176427836,-1.89075767461478,"Ref","EFM19"
"4409",-8.45088636526102,-0.481560999791023,"Ref","EFM19"
"4410",-7.50956403860087,-1.60140025083244,"Ref","EFM19"
"4411",-8.03903829702372,-0.765659922997352,"Ref","EFM19"
"4412",-7.97829401144022,-0.604612762371894,"Ref","EFM19"
"4413",-8.38664781698221,-0.625450724999305,"Ref","EFM19"
"4414",-8.01482164510721,-0.863823289315101,"Ref","EFM19"
"4415",-8.11028444417948,-0.750919157902595,"Ref","EFM19"
"4416",-7.34233057149881,-1.60861265126884,"Ref","EFM19"
"4417",-8.05592214712137,-1.12340139810264,"Ref","EFM19"
"4418",-8.07016145833964,-0.960433895031807,"Ref","EFM19"
"4419",-7.43732320913309,-1.67794227067649,"Ref","EFM19"
"4420",-6.87072717794413,-2.0233464187783,"Ref","EFM19"
"4421",-8.22971021780008,-0.883733624855873,"Ref","EFM19"
"4422",-8.23861276754374,-0.735782796780464,"Ref","EFM19"
"4423",1.86315596452719,-2.1662576145333,"Ref","EFM19"
"4424",-8.50844633230204,-0.614580447117683,"Ref","EFM19"
"4425",-8.0925852025413,-1.02890133325278,"Ref","EFM19"
"4426",-7.97097932943339,-1.19887387220084,"Ref","EFM19"
"4427",-8.42681848653788,-0.820942634980079,"Ref","EFM19"
"4428",-8.26967584737772,-0.536858076493141,"Ref","EFM19"
"4429",-8.47998201498026,-0.680202955643531,"Ref","EFM19"
"4430",-6.97847759374613,-1.92846226159751,"Ref","EFM19"
"4431",-8.51001989492411,-0.646272117535469,"Ref","EFM19"
"4432",-7.99482833990091,-0.88493507568061,"Ref","EFM19"
"4433",-6.7475334370994,-2.13598012391746,"Ref","EFM19"
"4434",-6.80718767293924,-2.11465906564414,"Ref","EFM19"
"4435",-7.99683725484842,-1.04179477159202,"Ref","EFM19"
"4436",-8.07495367177958,-0.650233978669044,"Ref","EFM19"
"4437",-8.34309923299784,-0.838583940903541,"Ref","EFM19"
"4438",-8.54052888998026,-0.628008658329841,"Ref","EFM19"
"4439",-8.29390298971171,-0.916437382141944,"Ref","EFM19"
"4440",-8.53651106008524,-0.583087677399513,"Ref","EFM19"
"4441",-8.50833570608133,-0.676565880219337,"Ref","EFM19"
"4442",-8.45624029287333,-0.722951943318245,"Ref","EFM19"
"4443",-8.40536844381327,-0.579157883564827,"Ref","EFM19"
"4444",-8.03565847524637,-0.7656924671334,"Ref","EFM19"
"4445",-8.51413404592508,-0.675587589184639,"Ref","EFM19"
"4446",-7.52119123586649,-1.57928573552787,"Ref","EFM19"
"4447",-6.94223510869974,-1.95742654267966,"Ref","EFM19"
"4448",-6.8504878247642,-2.03847073976218,"Ref","EFM19"
"4449",-8.01710378774637,-0.674878949562904,"Ref","EFM19"
"4450",-8.39046823629374,-0.648620063702461,"Ref","EFM19"
"4451",-7.55221998342508,-1.54561984006583,"Ref","EFM19"
"4452",1.89626300683981,-2.19840216104209,"Ref","EFM19"
"4453",-8.24780809530253,-0.859928423802253,"Ref","EFM19"
"4454",-8.50346433767313,-0.691390747467872,"Ref","EFM19"
"4455",-8.26381933340067,-0.873395914475319,"Ref","EFM19"
"4456",-6.81083738454813,-2.07791661683738,"Ref","EFM19"
"4457",-8.50554525503153,-0.557769948880073,"Ref","EFM19"
"4458",-8.20159875997538,-0.693353945652839,"Ref","EFM19"
"4459",-8.09809267171854,-0.848581249157783,"Ref","EFM19"
"4460",-8.27101480611796,-0.631805772225257,"Ref","EFM19"
"4461",-8.04730093130106,-0.870477969090339,"Ref","EFM19"
"4462",-8.05051958211893,-0.664481098095771,"Ref","EFM19"
"4463",-8.49905454763407,-0.652110690514442,"Ref","EFM19"
"4464",-8.47226202138895,-0.450579161087867,"Ref","EFM19"
"4465",-7.5566154683494,-1.42795156900108,"Ref","EFM19"
"4466",-8.1450639928245,-0.890998238961097,"Ref","EFM19"
"4467",-7.41239368566507,-1.67730354730308,"Ref","EFM19"
"4468",-8.13925516256327,-0.666811818520423,"Ref","EFM19"
"4469",-8.00684988149637,-0.669511908928749,"Ref","EFM19"
"4470",1.81740212789541,-2.12064790193259,"Ref","EFM19"
"4471",-6.79876720556254,-2.09162997667014,"Ref","EFM19"
"4472",-8.38530027517313,-0.837115818898079,"Ref","EFM19"
"4473",-8.21664678701395,-0.538143212239143,"Ref","EFM19"
"4474",-7.35281860479349,-1.71892249051749,"Ref","EFM19"
"4475",-8.10097849019999,-1.0469584411782,"Ref","EFM19"
"4476",-8.19785940298075,-0.747752303521034,"Ref","EFM19"
"4477",-8.05171167501444,-0.763284081856605,"Ref","EFM19"
"4478",-7.50497495779032,-1.54971062604606,"Ref","EFM19"
"4479",-7.0705782140159,-1.88172208730399,"Ref","EFM19"
"4480",-8.3032785619163,-0.63213693563163,"Ref","EFM19"
"4481",-7.41838705190653,-1.68072342340171,"Ref","EFM19"
"4482",-8.09963571676249,-0.922307724396583,"Ref","EFM19"
"4483",-7.40916168340677,-1.6726680940789,"Ref","EFM19"
"4484",1.93995619169241,-2.24193334047019,"Ref","EFM19"
"4485",-7.6420007909202,-1.39487075273215,"Ref","EFM19"
"4486",-6.82930957921976,-2.06254386369407,"Ref","EFM19"
"4487",-8.50517427572245,-0.666148478428718,"Ref","EFM19"
"4488",-8.10753976949686,-1.0366246647042,"Ref","EFM19"
"4489",-8.31497728475565,-0.517855966727134,"Ref","EFM19"
"4490",-8.55966436513895,-0.604759032170173,"Ref","EFM19"
"4491",-6.95134317525858,-1.95033966962516,"Ref","EFM19"
"4492",-8.28263246664042,-0.90501164857566,"Ref","EFM19"
"4493",-8.19770681509012,-0.536126846711036,"Ref","EFM19"
"4494",-8.03463613637919,-1.06925200883567,"Ref","EFM19"
"4495",-7.42553436407084,-1.63980471555411,"Ref","EFM19"
"4496",-6.89920389303202,-2.00978099767387,"Ref","EFM19"
"4497",-8.42067396291727,-0.719524735848304,"Ref","EFM19"
"4498",-7.118339654293,-1.85094713632285,"Ref","EFM19"
"4499",-8.39898454793924,-0.439100111166832,"Ref","EFM19"
"4500",-8.25919782766337,-0.927220756451484,"Ref","EFM19"
"4501",-6.73982679494852,-2.14648866120994,"Ref","EFM19"
"4502",-7.38395988592142,-1.55834376279533,"Ref","EFM19"
"4503",-8.25318205007548,-0.748802656571266,"Ref","EFM19"
"4504",-6.99921142705912,-1.91781532231986,"Ref","EFM19"
"4505",-8.46290456899637,-0.697305375973579,"Ref","EFM19"
"4506",-7.39030277379984,-1.70274221364677,"Ref","EFM19"
"4507",-8.49518835195536,-0.699820036332008,"Ref","EFM19"
"4508",1.8286486898995,-2.13372659150779,"Ref","EFM19"
"4509",-8.22394525655741,-0.542063767353889,"Ref","EFM19"
"4510",-8.21112405904764,-1.02570199433982,"Ref","EFM19"
"4511",-8.30302774557108,-0.804583126942512,"Ref","EFM19"
"4512",-8.06858789571756,-0.798706883828041,"Ref","EFM19"
"4513",-7.57207882055277,-1.52661907140433,"Ref","EFM19"
"4514",-8.1071058476829,-0.765427166859504,"Ref","EFM19"
"4515",-8.18299829610819,-0.671919280926582,"Ref","EFM19"
"4516",-8.45407259115214,-0.758928949276802,"Ref","EFM19"
"4517",-8.05303251394266,-0.726576382557746,"Ref","EFM19"
"4518",-7.458587285366,-1.64963268701255,"Ref","EFM19"
"4519",-8.41308557638163,-0.578705543915626,"Ref","EFM19"
"4520",-7.56818163045878,-1.52035533849418,"Ref","EFM19"
"4521",-8.35624372610087,-0.829645509163734,"Ref","EFM19"
"4522",1.96469593397146,-2.26629852716148,"Ref","EFM19"
"4523",-8.48914014944071,-0.654564017693397,"Ref","EFM19"
"4524",-7.96682130941385,-1.03962099019706,"Ref","EFM19"
"4525",-8.4553142751121,-0.702289456765052,"Ref","EFM19"
"4526",-7.04531252035135,-1.86701583329856,"Ref","EFM19"
"4527",-8.21201574453348,-0.811249191204902,"Ref","EFM19"
"4528",-7.35112058767313,-1.67819833223045,"Ref","EFM19"
"4529",-7.00616228231424,-1.89886450235068,"Ref","EFM19"
"4530",-8.350508328762,-0.816304380337593,"Ref","EFM19"
"4531",-7.40356409200663,-1.69213354055106,"Ref","EFM19"
"4532",-8.14704572805399,-0.569792503754493,"Ref","EFM19"
"4533",-8.03916036733622,-0.81851559344947,"Ref","EFM19"
"4534",-8.50583326467508,-0.604675764481422,"Ref","EFM19"
"4535",-6.71324121603006,-2.17363380853355,"Ref","EFM19"
"4536",-8.43710958608622,-0.558303231636879,"Ref","EFM19"
"4537",-8.36883127340311,-0.679072911183235,"Ref","EFM19"
"4538",-8.26938688405985,-0.440571660439369,"Ref","EFM19"
"4539",-7.30813085683817,-1.76110040609061,"Ref","EFM19"
"4540",-7.38882076391215,-1.69984244767844,"Ref","EFM19"
"4541",-8.14431535848612,-0.545396680275795,"Ref","EFM19"
"4542",1.79275167337423,-2.09770225946128,"Ref","EFM19"
"4543",-7.4359313214683,-1.66726004544913,"Ref","EFM19"
"4544",-8.51357614644999,-0.577348167340156,"Ref","EFM19"
"4545",-8.0315386021995,-0.923220271508094,"Ref","EFM19"
"4546",-6.84398567327494,-2.05006336633384,"Ref","EFM19"
"4547",-7.38550006994242,-1.71431374017417,"Ref","EFM19"
"4548",-8.5317655766868,-0.580049807469246,"Ref","EFM19"
"4549",-8.10896646627421,-0.819330746571418,"Ref","EFM19"
"4550",-7.37722694524759,-1.70693110887229,"Ref","EFM19"
"4551",-8.01071893819803,-1.15276121560752,"Ref","EFM19"
"4552",-6.72603475698465,-2.15699600640952,"Ref","EFM19"
"4553",-8.51648771413798,-0.584638888279792,"Ref","EFM19"
"4554",-8.08846723684305,-0.831056649128791,"Ref","EFM19"
"4555",-6.7916213239097,-2.09933661882102,"Ref","EFM19"
"4556",-8.50684797414774,-0.700279111306068,"Ref","EFM19"
"4557",-8.43905317434305,-0.816292519013282,"Ref","EFM19"
"4558",1.89161134115225,-2.1931462234658,"Ref","EFM19"
"4559",-7.32722770818705,-1.74358379308402,"Ref","EFM19"
"4560",-8.06879675039286,-0.807406181733009,"Ref","EFM19"
"4561",-7.78468143590922,-1.1554744190377,"Ref","EFM19"
"4562",-8.00058900960917,-1.02009266082465,"Ref","EFM19"
"4563",-8.48544752248758,-0.518899524847862,"Ref","EFM19"
"4564",-8.09674608358378,-1.07069634858787,"Ref","EFM19"
"4565",-8.234222050991,-0.59496515456855,"Ref","EFM19"
"4566",-8.41818391927714,-0.904491836468574,"Ref","EFM19"
"4567",-7.41752636083597,-1.68719720308005,"Ref","EFM19"
"4568",-8.52337324270243,-0.769606823365089,"Ref","EFM19"
"4569",-7.37577259191507,-1.70418929521262,"Ref","EFM19"
"4570",-8.51344453939432,-0.691240662972328,"Ref","EFM19"
"4571",-8.47163831838602,-0.893923038880226,"Ref","EFM19"
"4572",-7.40787183889383,-1.64883934919059,"Ref","EFM19"
"4573",-7.96690857061381,-1.15141224328696,"Ref","EFM19"
"4574",-7.89287006505961,-1.09978460733115,"Ref","EFM19"
"4575",-8.36697733053202,-0.865719968716499,"Ref","EFM19"
"4576",-8.50808775075907,-0.665308052937385,"Ref","EFM19"
"4577",-7.35107385763163,-1.70964061681449,"Ref","EFM19"
"4578",-7.99769937643046,-1.06257652703941,"Ref","EFM19"
"4579",-8.13970911153788,-0.983336741368171,"Ref","EFM19"
"4580",1.94406319013601,-2.24633955423057,"Ref","EFM19"
"4581",-8.00010311254496,-1.0892883485955,"Ref","EFM19"
"4582",-7.86754285940165,-0.97897564832389,"Ref","EFM19"
"4583",-8.49675333150858,-0.635109478871223,"Ref","EFM19"
"4584",-8.23296415456766,-0.507453793923256,"Ref","EFM19"
"4585",-7.40072643407816,-1.69167684976279,"Ref","EFM19"
"4586",-8.27776777395243,-0.931198830048439,"Ref","EFM19"
"4587",-8.32776605733866,-0.53230463926017,"Ref","EFM19"
"4588",-8.37494718679423,-0.558429772297737,"Ref","EFM19"
"4589",-8.05588018545145,-0.839288706223365,"Ref","EFM19"
"4590",-7.71551525243754,-1.39261602822959,"Ref","EFM19"
"4591",-8.01571428426737,-1.14943694535911,"Ref","EFM19"
"4592",-8.25953161367411,-0.918918961922523,"Ref","EFM19"
"4593",-8.24223863729471,-0.750214988629219,"Ref","EFM19"
"4594",-8.46228372701639,-0.734982366005775,"Ref","EFM19"
"4595",1.80733824125296,-2.11157607499778,"Ref","EFM19"
"4596",-7.39288341650004,-1.68628501359641,"Ref","EFM19"
"4597",1.94437003484732,-2.24819969598472,"Ref","EFM19"
"4598",-7.91296445974344,-1.21475028459251,"Ref","EFM19"
"4599",-8.44590437063212,-0.757353300492164,"Ref","EFM19"
"4600",-8.36758291372294,-0.799958760182258,"Ref","EFM19"
"4601",-8.24757635244364,-0.455148333947059,"Ref","EFM19"
"4602",-8.53994524129862,-0.667866045872566,"Ref","EFM19"
"4603",-7.46614515432352,-1.63820182744682,"Ref","EFM19"
"4604",-8.35929643758768,-0.529338324705955,"Ref","EFM19"
"4605",-8.22285902151102,-0.864741558472511,"Ref","EFM19"
"4606",1.94367528310781,-2.2451903766793,"Ref","EFM19"
"4607",-8.31955587514872,-0.928772563378212,"Ref","EFM19"
"4608",-7.4233990872764,-1.54085182611167,"Ref","EFM19"
"4609",-7.42041313299173,-1.66996299688041,"Ref","EFM19"
"4610",-8.0837904179954,-1.05050849382102,"Ref","EFM19"
"4611",-7.99903213628763,-1.0069712943238,"Ref","EFM19"
"4612",-8.40802824148173,-0.771548742691871,"Ref","EFM19"
"4613",1.82239628187185,-2.13676762048423,"Ref","EFM19"
"4614",-7.55947792181009,-1.53525995675742,"Ref","EFM19"
"4615",-8.0768324101829,-0.940709704796669,"Ref","EFM19"
"4616",-6.87476694234842,-2.0299951976937,"Ref","EFM19"
"4617",-7.13679945119852,-1.83724939290702,"Ref","EFM19"
"4618",-8.42001115926737,-0.78688615028083,"Ref","EFM19"
"4619",1.94577610841757,-2.24732136193931,"Ref","EFM19"
"4620",-7.49221431859965,-1.61048793260276,"Ref","EFM19"
"4621",-7.93652403005594,-1.20318197671592,"Ref","EFM19"
"4622",-6.77235948690409,-2.11689066354453,"Ref","EFM19"
"4623",-8.46975862630839,-0.521787816922065,"Ref","EFM19"
"4624",-8.20608675130839,-0.765302950779792,"Ref","EFM19"
"4625",-8.43037855276102,-0.684454852978584,"Ref","EFM19"
"4626",1.85357356420523,-2.15787648622214,"Ref","EFM19"
"4627",-8.45198404439921,-0.782959813515541,"Ref","EFM19"
"4628",-8.19199907430643,-0.760482365528938,"Ref","EFM19"
"4629",-8.09415781148905,-1.01910960141837,"Ref","EFM19"
"4630",-7.95730650075907,-1.14718245927512,"Ref","EFM19"
"4631",1.76300132623678,-2.06813263360679,"Ref","EFM19"
"4632",-8.48859560140604,-0.700350815693733,"Ref","EFM19"
"4633",-8.04956686147684,-0.840301091114875,"Ref","EFM19"
"4634",1.94116545072561,-2.24346470300376,"Ref","EFM19"
"4635",-8.45445692190165,-0.702440375725624,"Ref","EFM19"
"4636",1.8456289803124,-2.15297984544456,"Ref","EFM19"
"4637",1.94185138097769,-2.24372481767356,"Ref","EFM19"
"4638",-8.18432485708231,-0.479047978560325,"Ref","EFM19"
"4639",-8.13704073080057,-0.828938478867408,"Ref","EFM19"
"4640",-6.73702871450419,-2.14872931901633,"Ref","EFM19"
"4641",-6.78923523077006,-2.09771036569297,"Ref","EFM19"
"4642",-7.97504341253275,-0.650942558686134,"Ref","EFM19"
"4643",-7.91813242086405,-1.05984734956443,"Ref","EFM19"
"4644",-8.13291799673075,-0.992001766602394,"Ref","EFM19"
"4645",-8.46351015218729,-0.657511646191475,"Ref","EFM19"
"4646",-8.11685526021952,-0.742705459038612,"Ref","EFM19"
"4647",-7.60969602712626,-1.48914348546683,"Ref","EFM19"
"4648",-8.32014238485331,-0.771716529766914,"Ref","EFM19"
"4649",-8.32449876913065,-0.556437010208961,"Ref","EFM19"
"4650",-8.28751241811747,-0.853305096070167,"Ref","EFM19"
"4651",-8.09092485555643,-0.792035812775489,"Ref","EFM19"
"4652",-8.49584447988505,-0.69951551620185,"Ref","EFM19"
"4653",-8.06285535940165,-0.688745314518806,"Ref","EFM19"
"4654",-8.4701429570579,-0.780032748619911,"Ref","EFM19"
"4655",-8.04241621145243,-0.78239076797187,"Ref","EFM19"
"4656",-8.46715795644755,-0.654669756333229,"Ref","EFM19"
"4657",-7.9753371442222,-0.774458522240516,"Ref","EFM19"
"4658",-8.46581709035868,-0.535736019055244,"Ref","EFM19"
"4659",-8.35759126790995,-0.723181182782051,"Ref","EFM19"
"4660",-8.22100889333719,-0.87022697393119,"Ref","EFM19"
"4661",-6.9307781422996,-1.96654354993522,"Ref","EFM19"
"4662",-7.98931896337504,-1.04370378915488,"Ref","EFM19"
"4663",-8.41435968526835,-0.755552703778144,"Ref","EFM19"
"4664",-6.91980421194071,-1.97655069295585,"Ref","EFM19"
"4665",1.80979097238546,-2.11408709947288,"Ref","EFM19"
"4666",-8.4790254796409,-0.573158080021736,"Ref","EFM19"
"4667",-8.42176210531229,-0.602952415387031,"Ref","EFM19"
"4668",1.82971585145956,-2.13229035798728,"Ref","EFM19"
"4669",-8.43492948659891,-0.617004031578895,"Ref","EFM19"
"4670",-8.00695764669413,-0.863965625206825,"Ref","EFM19"
"4671",-8.22315275320048,-0.902346963326332,"Ref","EFM19"
"4672",-8.35413992055887,-0.68922203246772,"Ref","EFM19"
"4673",-8.05945551046366,-0.931879753510353,"Ref","EFM19"
"4674",1.7620382343865,-2.06665920678794,"Ref","EFM19"
"4675",-8.08140623220438,-0.67158013049781,"Ref","EFM19"
"4676",-7.60283290990824,-1.48345481816947,"Ref","EFM19"
"4677",-8.44869768270487,-0.603917116562721,"Ref","EFM19"
"4678",-6.83908474096293,-2.05263947908103,"Ref","EFM19"
"4679",-8.21296083578104,-0.941094691197273,"Ref","EFM19"
"4680",-8.01455175527567,-1.06172143880546,"Ref","EFM19"
"4681",-7.30666505941385,-1.64513277475059,"Ref","EFM19"
"4682",-8.41655790456766,-0.703300411145088,"Ref","EFM19"
"4683",-8.51147043355936,-0.555172199646827,"Ref","EFM19"
"4684",-7.68319713720316,-1.37896143857658,"Ref","EFM19"
"4685",-7.4812227452659,-1.5998992866677,"Ref","EFM19"
"4686",-7.38224899419779,-1.69679450456321,"Ref","EFM19"
"4687",-8.00258886465067,-1.17218398515403,"Ref","EFM19"
"4688",-8.39800798543924,-0.786666685978767,"Ref","EFM19"
"4689",-8.2268568242454,-0.808797413746711,"Ref","EFM19"
"4690",-8.28827821859354,-0.788509482781288,"Ref","EFM19"
"4691",-7.89799701818461,-1.22007274095237,"Ref","EFM19"
"4692",-7.45000660070414,-1.63675522271812,"Ref","EFM19"
"4693",-8.04860365041727,-0.705423170964119,"Ref","EFM19"
"4694",-8.36080228933329,-0.715494210163948,"Ref","EFM19"
"4695",-8.49461805471415,-0.666264290253517,"Ref","EFM19"
"4696",1.94050145498281,-2.2426679081124,"Ref","EFM19"
"4697",-6.74456369527811,-2.1403832382363,"Ref","EFM19"
"4698",-6.72129451879496,-2.16352652970969,"Ref","EFM19"
"4699",-7.259603616085,-1.75051998559653,"Ref","EFM19"
"4700",-7.27627479681009,-1.74692260686576,"Ref","EFM19"
"4701",-7.41951524862284,-1.65827130738914,"Ref","EFM19"
"4702",-8.09723245748514,-0.758371526638862,"Ref","EFM19"
"4703",-8.03021776327128,-1.10104107324302,"Ref","EFM19"
"4704",1.89579511037832,-2.19770168725669,"Ref","EFM19"
"4705",-7.30894004949564,-1.63748716775596,"Ref","EFM19"
"4706",-6.88452684530253,-2.02013194028556,"Ref","EFM19"
"4707",-8.27903616079325,-0.840858156124946,"Ref","EFM19"
"4708",-8.46076261648173,-0.617769295613166,"Ref","EFM19"
"4709",1.94657361856466,-2.24810146753013,"Ref","EFM19"
"4710",-7.44861566671366,-1.61751067105949,"Ref","EFM19"
"4711",-8.35708486684794,-0.861827368180152,"Ref","EFM19"
"4712",-8.23584615835184,-0.906069273392555,"Ref","EFM19"
"4713",1.78115856996542,-2.08623241845786,"Ref","EFM19"
"4714",-7.05634557851786,-1.89090907041251,"Ref","EFM19"
"4715",-6.78000175603861,-2.10781931344688,"Ref","EFM19"
"4716",1.80390453687673,-2.10876869622886,"Ref","EFM19"
"4717",-6.80046999105448,-2.09269761506736,"Ref","EFM19"
"4718",-8.39216673025126,-0.633994991223213,"Ref","EFM19"
"4719",-8.01984464773173,-1.08995317880332,"Ref","EFM19"
"4720",-8.46502554067606,-0.715774709622261,"Ref","EFM19"
"4721",-7.49353372701639,-1.59029125634849,"Ref","EFM19"
"4722",-8.40187894948954,-0.727592462937233,"Ref","EFM19"
"4723",-8.00497877248758,-1.18015860978782,"Ref","EFM19"
"4724",-6.93550979742045,-1.9637042230767,"Ref","EFM19"
"4725",-7.95957004674906,-1.02666043702781,"Ref","EFM19"
"4726",-6.94329797872538,-1.95459889833152,"Ref","EFM19"
"4727",-8.31046831258768,-0.521570766608116,"Ref","EFM19"
"4728",-8.40874349721903,-0.844575399796363,"Ref","EFM19"
"4729",-8.38911592611307,-0.591634327809211,"Ref","EFM19"
"4730",-6.937591191616,-1.95888399545371,"Ref","EFM19"
"4731",-7.38737690099711,-1.70419465963065,"Ref","EFM19"
"4732",-7.72783481725687,-1.39123308126151,"Ref","EFM19"
"4733",-7.90418111928934,-1.21880053941428,"Ref","EFM19"
"4734",-8.45210230001444,-0.595108920971748,"Ref","EFM19"
"4735",-8.42822897085184,-0.741577381531593,"Ref","EFM19"
"4736",-8.27303564199442,-0.536840165297386,"Ref","EFM19"
"4737",1.78323316923147,-2.08656906549155,"Ref","EFM19"
"4738",-8.31135427602762,-0.494343573490974,"Ref","EFM19"
"4739",-8.11823141225809,-0.715835267941352,"Ref","EFM19"
"4740",-6.75323402532572,-2.13122748796165,"Ref","EFM19"
"4741",-8.0639978612327,-0.774327153603431,"Ref","EFM19"
"4742",-8.42574751028055,-0.509633953015205,"Ref","EFM19"
"4743",-6.81196176656717,-2.07708835069358,"Ref","EFM19"
"4744",-6.70722877630228,-2.1782844013375,"Ref","EFM19"
"4745",-7.00448095449442,-1.9002002424401,"Ref","EFM19"
"4746",1.9426349436379,-2.24454569284141,"Ref","EFM19"
"4747",-8.48362505086893,-0.701960856358406,"Ref","EFM19"
"4748",-8.1187025273704,-1.08208548490226,"Ref","EFM19"
